,HYUNDAI,HYUNDAI8,GRACE,,,CAPSA,13WI,140962X
,HYUNDAI,HYUNDAI9,GRACE VAN DLX7GS,,,CAPSA,13WI,140962X
,HYUNDAI,HYUNDAI10,"H1, H100 BUS",,,CAPSA,13WI,140962X
,HYUNDAI,HYUNDAI10,"H1, H100 BUS",,,CAPSA,15MBI,1497596
,HYUNDAI,HYUNDAI11,H350,,,CAPSA,15MBI,1497596
,HYUNDAI,HYUNDAI12,i 10,,,ENERJET,15MB90,1862936
,HYUNDAI,HYUNDAI13,i 30,,,ENERJET,15MB90,1862936
,HYUNDAI,HYUNDAI14,"PANEL,  STAREX, SANTA FE CM",,,ENERJET,15MB90,1862936
,HYUNDAI,HYUNDAI15,"PORTER, PORTER SUPER",,,ENERJET,15MB90,1862936
,HYUNDAI,HYUNDAI16,SCOUPE,,,ENERJET,15MB90,1862936
,HYUNDAI,HYUNDAI17,SONATA ,,,CAPSA,15MBI,1497596
,HYUNDAI,HYUNDAI17,SONATA ,,,CAPSA,15MBI,1497596
,HYUNDAI,HYUNDAI18,"SONATA I , SONATA II, SANTA FE SM",,,CAPSA,15MBI,1497596
,HYUNDAI,HYUNDAI19,"TUCSON, VAN, TERRACAN, ",,,CAPSA,15MBI,1497596
,HYUNDAI,HYUNDAI20,VERACRUZ,,,CAPSA,15MBI,1497596
,ISUZU,ISUZU1,"AMIGO,  AXIOM,  FARGO",,,ENERJET,11T56,1862901
,ISUZU,ISUZU2,GEMINI,,,ENERJET,11W63 / 13W75,1862928 - 1839632
,ISUZU,ISUZU3,IMPULSE,,,ENERJET,11W63 / 13W75,1862928 - 1839632
,ISUZU,ISUZU4,JOURNEY,,,ENERJET,11W63 / 13W75,1862928 - 1839632
,ISUZU,ISUZU5,OASIS,,,ENERJET,13AD80,
,ISUZU,ISUZU6,RODEO,,,CAPSA,13API,1409611
,ISUZU,ISUZU7,TROPER,,,CAPSA,11WI,1409603
,JEEP,JEEP1,CHEROKE,,,CAPSA,11WI,1409603
,JEEP,JEEP2,COMANCHE,,,CAPSA,13WI,140962X
,JEEP,JEEP3,COMMANDER,,,CAPSA,13WI,140962X
,JEEP,JEEP4,GRAND CHEROKEE,,,CAPSA,15APCG,1497588
,JEEP,JEEP5,LIBERTY,,,CAPSA,15APCG,1497588
,JEEP,JEEP6,PATRIOT,,,CAPSA,15APCG,1497588
,JEEP,JEEP7,WRANGLER,,,CAPSA,13API,1409611
,JEEP,JEEP7,WRANGLER,,,CAPSA,10FDI,1511653
,KIA,KIA1,CAPITAL - PRIDE,,,ENERJET,11D56,1839608
,KIA,KIA1,CAPITAL - PRIDE,,,ENERJET,15M99,1839640
,KIA,KIA2,CARENS - CARNIVAL - K2700,,,ENERJET,11T56,1862901
,KIA,KIA2,CARENS - CARNIVAL - K2700,,,ENERJET,11T56,1862901
,KIA,KIA3,CERATO,,,ENERJET,11T56,1862901
,KIA,KIA3,CERATO,,,ENERJET,11D56 / 11T56,1839608 - 18629201
,KIA,KIA4,OPTIMA,,,CAPSA,11TODI,163478X
,KIA,KIA4,OPTIMA,,,CAPSA,13API,1409611
,KIA,KIA5,PICANTO,,,CAPSA,11TODI,163478X
,KIA,KIA5,PICANTO,,,CAPSA,13TODI,1634771
,KIA,KIA6,PREGIO,,,CAPSA,13TODI,1634771
,KIA,KIA6,PREGIO,,,CAPSA,10FDI,1511653
,KIA,KIA7,RIO,,,CAPSA,13TOI,1635220
,KIA,KIA7,RIO,,,CAPSA,13W,149757X
,KIA,KIA8,RIO5,,,CAPSA,13W,149757X
,KIA,KIA9,SEPHIA/CLARUS,,,CAPSA,13W,149757X
,KIA,KIA10,SOUL,,,CAPSA,15MBI,1497596
,KIA,KIA11,SPORTAGE - SORENTO,,,CAPSA,15MBI,1497596
,KIA,KIA11,SPORTAGE - SORENTO,,,CAPSA,15MBI,1497596
,LADA,LADA12,NIVA,,,CAPSA,13W,149757X
,LADA,LADA12,NIVA,,,ENERJET,13W75,1839632
,LADA,LADA13,NIVA DIESEL,,,CAPSA,11AP,1888234
,LADA,LADA14,SAMARA,,,CAPSA,11AP,1888234
,LADA,LADA14,SAMARA,,,ENERJET,11D56,1839608
,Land-Rover,Land-Rover1,DEFENDER 110,,,ENERJET,11D56,1839608
,Land-Rover,Land-Rover1,DEFENDER 110,,,ENERJET,11D56,1839608
,Land-Rover,Land-Rover2,DEFENDER 90,,,ENERJET,11T56,1862901
,Land-Rover,Land-Rover2,DEFENDER 90,,,ENERJET,13S85,
,Land-Rover,Land-Rover3,"DISCO VERY (HSE, S, SD, Y SE7)",,,CAPSA,11TODI,163478X
,Land-Rover,Land-Rover3,"DISCOVERY,  DISCOVERY LS,  DISCOVERY XS",,,CAPSA,11TODI,163478X
,Land-Rover,Land-Rover4,"FREELANDER (BASE AUTOMA, SE, SPORT)",,,CAPSA,13TOI,1635220
,Land-Rover,Land-Rover4,"FREELANDER (BASE AUTOMA, SE, SPORT)",,,CAPSA,11TOI,149760X
,Land-Rover,Land-Rover5,RANGER ROVER,,,CAPSA,11TODI,163478X
,Land-Rover,Land-Rover6,RANGER ROVER V8 4.OL V8 4.6L ,,,CAPSA,13TOI,1635220
,MAHINDRA,MAHINDRA1,SCORPIO,,,CAPSA,15APCG,1497588
,MAZDA,MAZDA1,3,,,CAPSA,15APCG,1497588
,MAZDA,MAZDA1,3,,,CAPSA,15APCG,1497588
,MAZDA,MAZDA2,323,,,ENERJET,11T56,1862901
,MAZDA,MAZDA2,323,,,ENERJET,11T56,1862901
,MAZDA,MAZDA3,626,,,ENERJET,11T56,1862901
,MAZDA,MAZDA3,626,,,CAPSA,1135,1634798
