,VOLKSWAGEN,SEDAN,,,CAPSA,13WI,140962X
,VOLKSWAGEN,TIGUAN,,,CAPSA,15MBI,1497596
,VOLKSWAGEN,VANAGON,,,CAPSA,15MBI,1497596
,VOLKSWAGEN,VENTO,,,CAPSA,13WI,140962X
,VOLKSWAGEN,KOMBI,,,CAPSA,13WI,140962X
,VOLKSWAGEN,ESCARABAJO,,,CAPSA,11WI,1409603
,VOLKSWAGEN,AMAZON,,,CAPSA,11WI,1409603
,VOLKSWAGEN,GOLF,,,,,
,VOLKSWAGEN,TOUAREG,,,CAPSA,15MBI,1497596
,VOLVO,C30,,,ENERJET,15MB90,1862936
,VOLVO,"S70,  S80, S90, C70",,,ENERJET,15MB90,1862936
,VOLVO,"V40,  V50,  V70,  V90",,,ENERJET,15MB90,1862936
,VOLVO,"XC60, XC70,  XC90",,,ENERJET,15MB90,1862936
,VOLVO,S40,,,ENERJET,11W63,1862928
,VOLVO,"240, 740, 780, 850,  940",,,ENERJET,13W75,1839632
,VOLVO,S60,,,ENERJET,13W75,1839632
,VOLVO,"S70,  S80, S90, C70",,,CAPSA,15MBI,1497596
,VOLVO,"V40,  V50,  V70,  V90",,,CAPSA,15MBI,1497596
,VOLVO,"XC60, XC70,  XC90",,,CAPSA,15MBI,1497596
,VOLVO,S40,,,CAPSA,15MBI,1497596
,VOLVO,"240, 740, 780, 850,  940",,,CAPSA,15MBI,1497596
,VOLVO,S60,,,CAPSA,15MBI,1497596
,SEAT,IBIZA,,,CAPSA,13WI,140962X
,SEAT,LEON FR,,,CAPSA,15MBI,1497596
,SEAT,CUPRA,,,,,
,MAHINDRA,SCORPIO,,,CAPSA,15APCG,1497588
,SSANG YONG,ACTYON,,,CAPSA,15APCG,1497588
,SSANG YONG,KORANDO,,,CAPSA,15APCG,1497588
,SSANG YONG,KYRON,,,,,
,SSANG YONG,REXTON,,,CAPSA,15APCG,1497588
,SSANG YONG,STAVIC,,,CAPSA,15APCG,1497588
